ID,Edad,Type,2d2j,2d2k,2e2m,2e2n,2f2o,4a5a,4b5b,4c5c,4d5d,4e5e,4f5f,4g5g,4h5h,4i5i,4j5j,4k5k,5b6b,6a7a,6b7b,7a8e,7b8d,7c8f,7d8f,7e9b,7f9c,7g9d,7h9e,8a8b,8b8c,Age,Sex,Region
c7kcrg8dj0tyiyzulcttzyb3he05cjpz,,Pro,3,3,5,5,4,5,5,4,3,3,4,6,5,5,6,6,5,6,5,4,4,4,4,3,4,1,2,3,3,38,M,Cataluña
fvrhckgm07ku7xlewgfvrhdpktwkq5xi,,Pro,6,5,5,4,4,3,3,3,1,5,1,6,6,4,6,6,,3,1,3,3,3,3,6,6,1,1,3,1,54,M,Galicia
3qtms6t40ycoj3ax3qtvo7hhkl4ezeeq,,Pro,6,6,6,6,6,6,6,3,3,3,6,6,6,4,6,6,,6,6,4,4,5,5,3,5,4,2,3,6,39,M,Galicia
ji2ocgru7zsmum778vf7ji2oc58tb0tj,,Pro,5,4,4,3,4,5,5,3,2,3,5,5,5,6,6,5,,5,5,5,5,5,5,3,5,3,3,3,5,47,M,Canarias
7fcozy655ggvin6n9hwe37fcozycmsmj,,Pro,3,3,2,2,3,5,5,4,1,6,2,5,4,5,5,5,,5,4,5,3,4,4,4,4,5,2,3,5,41,H,Castilla-La Mancha
qc7xle5aeqv2835qc7xw4xz4xjhl2h8e,,Pro,3,3,3,3,3,4,4,3,1,4,2,4,2,2,4,4,,4,2,2,3,3,3,2,3,2,2,3,3,43,M,Comunidad de Madrid
my1hm2zoyxaf5569aok8c116my1hm2zt,,Pro,2,1,3,3,1,5,6,5,1,6,1,6,5,6,6,6,,6,6,4,3,5,5,6,6,6,4,3,5,37,M,Illes Balears
onmml7y3muixdzqonmmluwrfodjk6wqp,,Pro,5,5,4,4,4,5,5,4,4,4,1,5,6,6,6,6,,5,6,5,4,5,5,2,2,2,2,5,5,32,H,Comunidad Foral de Navarra
g7p2m8rzg3hlh19g7p1mt1zw49twwll7,,Pro,6,6,6,3,4,2,5,1,1,1,3,5,5,4,2,2,5,6,6,6,4,6,6,5,5,3,3,6,4,54,M,Cataluña
4s623otwcsl5xt774fd44s623os1a1vi,,Pro,5,5,5,5,5,6,6,4,4,6,1,6,6,6,4,4,6,6,4,6,4,6,6,6,6,3,3,4,4,43,M,Cataluña
8341xfyd3ms48v62f8341xfy8u4hukka,,Pro,4,3,3,3,3,5,3,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,3,5,2,3,3,3,44,M,Cataluña
i9ax96w39y4s4yji9aa9a9u9duzk0l2k,,Pro,5,6,5,2,3,6,5,5,1,6,1,6,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,3,3,55,M,Canarias
cmj2c52agxf0zqs8oa96scmj2c52a41a,,Pro,6,6,4,4,5,4,4,4,1,4,4,5,5,5,5,5,4,6,5,5,4,4,4,2,4,2,2,2,4,47,M,Cantabria
tikrsslvl4fkq4h9x6utikrsst7v83b5,,Pro,5,3,4,3,4,1,1,2,1,1,1,6,6,4,1,4,,5,3,3,5,1,1,2,6,1,5,1,6,57,M,Comunidad de Madrid
458jnf5ev6csztxlx3jsn2458jn4gdjg,,Pro,5,3,5,3,4,4,4,1,1,4,1,4,4,5,4,5,,4,3,3,3,3,3,3,3,3,3,2,3,53,M,Comunidad de Madrid
tazufn1xckntaz6hdhqsggv24sz56hy0,,Pro,6,5,6,4,3,3,1,1,1,1,1,6,6,4,4,6,6,6,4,3,1,1,1,1,6,1,1,1,6,40,M,Cataluña
m8jtuo5la89p20xm66im8jtj7lhvue78,,Pro,6,6,6,6,6,6,6,3,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,5,5,32,M,Comunidad de Madrid
m9jqf5zbu3yb53exjm9jqf5i2w04ahcx,,Pro,6,6,5,4,4,5,4,1,1,4,4,3,4,5,5,6,,4,4,4,3,5,5,2,5,2,4,1,3,46,H,Comunidad de Madrid
87tt0nx96ges1hu1u98i87tt0nxkqfaa,,Pro,6,6,1,6,5,6,1,1,1,1,1,6,1,1,2,4,,6,3,3,4,2,2,6,6,1,1,3,1,33,M,La Rioja
l65bhg736jxdlo9ufctjz28e4el65bhg,,Pro,3,3,4,3,4,3,4,2,2,5,1,4,4,5,5,5,5,5,3,4,4,4,4,2,5,3,1,4,2,55,H,Cataluña
ex40c84eengifzmurhuex4049v4d08sa,,Pro,6,6,4,4,6,4,5,1,1,6,2,3,4,4,5,5,,5,4,4,4,4,4,3,6,5,3,4,4,50,M,Galicia
7g8t5mhosfl2jdwh938bb2y2jdwq9tth,,Pro,4,2,4,2,5,1,1,1,1,1,2,6,1,2,2,3,,4,2,2,2,1,1,1,2,1,2,2,4,47,H,Comunidad de Madrid
eqfplkvlq9hhzeqfplogtl7bimsyfu7z,,Pro,5,5,4,4,4,4,6,4,3,3,1,5,4,4,5,3,,5,5,4,3,1,1,1,1,1,1,4,5,48,M,Castilla-La Mancha
8x89i3n9qqrxfamxu8x89hjef00rh1rv,,Pro,5,5,4,4,3,4,2,1,1,2,1,2,2,3,3,4,,2,2,3,3,1,1,1,1,2,3,2,1,41,H,Comunidad de Madrid
9z55y5kuvdjedd9z55y594ic3i5nixtv,,Pro,5,5,6,6,4,3,4,5,1,5,4,6,6,6,6,3,5,6,6,6,4,6,6,3,4,3,1,3,5,43,M,Comunidad de Madrid
skqtcqe7wndgb9iskqtcrhg84vm07nsr,,Pro,6,6,5,5,5,3,2,1,1,1,1,6,5,5,3,3,,6,3,2,4,2,2,3,6,4,3,3,5,36,H,Comunidad de Madrid
y2ujyq6e9jarj2ery0jsy2ujyqfvw4dl,,Pro,3,4,6,6,5,6,5,2,2,4,5,6,6,4,6,6,5,5,4,5,6,5,5,2,2,1,1,3,4,53,M,Cataluña
tp9gepx1vnhczetp9rm78otk975xzv9p,,Pro,5,5,6,5,5,6,5,3,3,4,5,6,3,6,6,6,6,6,4,5,4,3,3,5,6,2,4,6,6,30,H,Comunidad de Madrid
tt8jjguxxvvmmbttm8gaxdqvok69wp12,,Pro,6,6,6,5,5,6,4,4,1,2,1,6,5,3,5,5,,1,1,5,6,6,6,3,1,1,1,3,6,47,H,Comunidad Foral de Navarra
ik13in3htps9n9wy77iik13in3lav3t9,,Pro,5,4,4,4,4,5,5,5,2,2,5,5,5,5,5,5,,5,5,5,5,5,5,5,2,2,2,3,5,56,M,Illes Balears
8x88euiw5472p4ehwr78x88eui64v7jm,,Pro,4,4,1,1,1,6,5,2,3,2,2,4,4,4,5,2,1,4,3,4,4,4,4,5,3,1,5,4,5,35,M,Comunidad de Madrid
63vykxcrbpfq6x4ft63vykwxvx4hk9qf,,Pro,6,5,4,4,4,5,4,5,2,5,6,5,6,6,6,3,,6,5,4,5,3,3,1,5,1,1,3,3,29,M,Comunidad de Madrid
zbfmqjwim61z62iuzbfmqlsq2258l2l7,,Pro,4,4,4,4,4,5,5,3,3,3,2,5,5,5,6,6,6,5,4,5,3,5,5,3,6,3,4,4,6,38,H,Comunidad de Madrid
8il6ewji2aytinfy9jp8il6ejr84172o,,Pro,5,5,1,1,6,6,4,3,3,5,6,6,6,5,3,3,,4,3,3,5,3,3,1,1,1,1,1,5,53,M,Comunidad de Madrid
xydk3kw0jga5kvtu1pxxnxydk30cjj28,,Pro,5,5,5,5,4,5,5,4,2,3,2,5,5,5,5,5,6,5,3,5,5,5,5,3,4,4,2,2,5,46,M,Cataluña
vv0pzqhneos5mguvv0pzmedfx05af0c7,,Pro,5,5,5,5,6,6,5,4,4,6,6,6,6,6,6,5,,6,5,5,6,5,5,4,4,4,4,3,4,57,M,Cantabria
hnfpneyrloqyenuhnfpjja7u0ouctssu,,Pro,4,4,4,4,4,6,6,1,1,1,1,6,6,6,6,6,6,4,4,6,1,5,5,1,1,4,1,4,4,46,M,La Rioja
xfg1k3cx0xfg1966v4728l36gwng2966,,Pro,6,3,4,3,4,5,2,1,1,3,1,6,5,3,5,2,,3,4,3,4,4,4,1,5,2,3,3,4,31,M,Andalucía
y0920go30426d1ws3rykwly0920nfmoj,,Pro,4,4,3,4,4,6,4,2,2,4,1,4,4,5,5,5,6,6,5,5,5,5,5,6,6,1,1,4,4,31,M,Comunidad de Madrid
mkc4h5qyms4byw4mkcqlaxvflacksdgl,,Pro,6,6,6,6,6,6,5,4,2,3,5,6,6,6,4,5,,6,5,4,6,5,5,2,3,3,4,3,5,47,M,Cataluña
7ujt1krv98vqxl8zyld7ujt1kr5cnjbx,,Pro,5,5,3,3,4,6,6,1,1,6,1,6,6,6,6,6,,6,6,3,1,6,6,3,3,3,3,3,6,46,M,Comunidad de Madrid
1z7qorfmexib1z7u811roe5et12ocn3o,,Pro,3,3,4,4,3,6,3,1,1,3,2,6,4,6,5,3,,6,4,3,1,1,1,1,1,6,5,1,1,62,M,Comunidad de Madrid
4joo66yh9atxoy08ugyy4joo66law8iq,,Pro,4,4,4,4,4,6,6,2,1,3,1,6,6,6,6,6,,4,4,4,4,6,6,1,6,4,6,3,5,47,M,Comunidad de Madrid
3eq5a9oj0ljdfu3eq5a5ab5284u475k8,,Pro,6,6,4,4,4,5,5,2,2,5,5,6,6,4,5,4,,2,1,4,6,4,4,1,6,1,1,1,1,56,M,Cantabria
zuswqvc8dc9ij6fyzwfwfzuswqvcsr8c,,Pro,5,5,4,4,3,5,5,2,1,4,1,5,2,2,5,5,5,6,4,5,5,4,4,6,6,2,6,2,5,34,H,Comunidad de Madrid
9ezgeq0hmbxipdpqa829ezgeqyty5its,,Pro,5,5,6,6,5,4,4,3,3,4,4,6,5,4,6,5,6,5,4,5,5,5,5,4,4,2,2,4,5,53,M,Andalucía
23kunf68sxsxlgn3aq2siz23kunf63iy,,Pro,6,5,6,6,4,6,6,5,3,3,1,6,5,6,6,6,,6,4,6,5,5,5,5,5,5,3,4,6,58,M,Andalucía
sxeuxrwjba4v097mysxef9o4t92wdowz,,Pro,5,5,4,4,4,5,5,5,5,5,1,5,5,6,6,6,6,6,6,5,5,5,5,6,6,1,1,3,4,38,M,Comunidad de Madrid
vs7xuz953icr8es2rlnzyvs7xuze2amx,,Pro,6,5,6,5,5,6,5,1,1,5,6,3,5,4,4,3,,5,4,3,2,1,1,5,6,1,3,1,1,51,H,Comunidad de Madrid
nov026dzacbojnoeos33wes1bj3q7eo0,,Pro,5,5,5,5,5,5,5,5,2,5,5,5,4,3,5,3,5,4,5,5,5,3,3,2,5,5,2,3,3,37,M,Comunitat Valenciana
1d5iv7iw56tqtjjk1d5iv7cxtgaln3o9,,Pro,3,5,3,3,4,3,4,3,1,2,5,6,6,6,6,6,6,5,4,5,3,5,5,3,6,4,3,3,5,43,M,Cataluña
yaqbu8d6rdegsn7azsphyaqbuymscirv,,Pro,6,2,3,2,2,2,3,1,1,1,1,6,1,2,1,1,,1,1,1,1,2,2,1,3,1,1,1,1,50,M,Galicia
iudgnrbro5cxscdiudgnkbk6f2o8m4aq,,Pro,3,3,6,6,4,5,4,3,1,1,6,6,3,6,4,6,,6,3,1,1,4,4,6,1,1,1,1,1,42,M,Castilla-La Mancha
2e05zbtzd45k92e05zb2q2c8qhp0v158,,Pro,5,5,3,3,3,5,5,4,2,1,1,5,5,5,5,4,,5,4,4,2,3,3,1,5,1,1,2,4,49,M,Castilla-La Mancha
ugiwx73ik2hjxubdhfjugiwx74mupu6i,,Pro,4,4,4,4,4,5,4,3,3,4,1,4,5,5,6,6,,6,4,5,5,5,5,3,5,2,2,3,5,44,M,Castilla-La Mancha
0odggqiv0fcu5tui0odgghkty8a89gjg,,Pro,6,6,3,3,6,3,1,1,1,1,1,2,1,1,3,3,,3,3,1,3,3,3,1,3,1,1,1,1,39,H,Castilla-La Mancha
smwgqgkddim9ck5xe82sxtsmwgqgubn6,,Pro,4,4,3,3,3,5,5,5,2,5,1,5,5,5,5,5,,5,5,5,4,5,5,2,5,3,4,5,3,40,M,Galicia
mpnl7d3bvn2vki9qq5mpnl9jl0qxx4ah,,Pro,5,5,3,3,3,4,1,1,1,1,1,6,5,5,5,5,,5,5,5,1,1,1,1,6,1,1,5,5,49,H,Castilla-La Mancha
0f9mj6laj0ycyj0f9sy4w30ta745hbja,,Pro,5,4,3,3,5,1,2,1,1,1,1,2,1,3,1,1,,1,1,2,2,1,1,6,5,1,1,2,1,46,M,Castilla-La Mancha
q49ilpqpkc25balkbp0nkkvrq49ilp8a,,Pro,5,4,3,3,5,4,4,1,1,2,3,3,4,4,5,5,,2,3,4,5,4,4,6,5,1,1,3,3,42,M,Castilla-La Mancha
r10xzyv15ltkmozh9tr10xzyv1j6aaty,,Pro,4,5,4,4,4,6,4,2,2,4,2,4,5,5,3,3,,6,5,3,4,3,3,2,5,4,2,3,3,41,M,Castilla-La Mancha
ko7hvwr3o7thxlp2g2zdhvzko7hvwr3q,,Pro,6,6,6,6,6,6,6,1,1,4,1,6,6,6,6,6,,6,1,4,4,4,4,6,6,3,6,1,6,51,H,Castilla-La Mancha
j0ud7pcbx784x045i4j0ud7pcbn785zm,,Pro,2,2,4,3,5,4,3,2,2,2,1,5,3,4,4,5,,5,3,4,1,3,3,2,6,5,3,1,5,42,M,Castilla-La Mancha
5z9cp4pcg4o985z9cp4o2ct2re9675gi,,Pro,2,3,1,1,2,5,5,4,2,4,1,6,5,6,5,5,,5,5,4,2,4,4,1,3,3,2,3,4,48,M,Galicia
8ko27dsbzai9yep2rrv8ko27ditfey8w,,Pro,5,5,5,4,4,5,4,3,3,4,5,5,5,5,4,4,,5,4,4,3,3,3,5,4,3,4,2,4,65,M,Comunitat Valenciana
08avlo08a0aj08avlcp9ypuidumfnl3h,,Pro,3,3,4,4,3,5,4,4,4,4,1,5,4,5,5,5,,5,5,4,4,4,4,3,3,3,3,4,4,44,M,Galicia
math8ongyg4futhbxmath2e0qgbcaide,,Pro,3,4,4,4,4,5,5,5,4,5,3,5,5,5,5,5,,5,4,4,3,4,4,4,4,3,3,3,5,41,M,Castilla-La Mancha
kxcztjpxqrqz63x0aykxczmvvji6zu6i,,Pro,4,4,3,3,3,5,3,2,2,2,2,5,3,3,3,2,,3,3,3,3,2,2,3,4,2,2,2,3,43,M,Galicia
epiol1qiyh8fzoltfqfdic3eepiol1qi,,Pro,6,6,5,5,4,6,6,4,3,6,1,6,6,6,6,6,,6,4,5,4,6,6,2,4,4,2,4,5,32,M,Castilla-La Mancha
twk9obradf3mkletwk984sg98kn3ridf,,Pro,4,4,4,3,4,5,5,2,2,3,1,5,5,5,6,5,,3,3,4,3,4,4,6,6,4,4,4,5,41,M,Galicia
qla7vbcb5hs51qltf5i8szw946r8c0rr,,Pro,4,4,5,4,3,5,4,2,2,4,3,4,4,4,5,5,,4,4,2,3,1,1,6,6,1,2,1,4,35,M,Castilla-La Mancha
5dxgn5m35ralsi0awtqk405dxgnsep3y,,Pro,4,3,3,3,2,5,4,3,3,4,1,6,6,5,6,5,,6,5,5,4,5,5,3,6,4,3,3,6,37,M,Castilla-La Mancha
0m4wxxg84rhcwpwixz5rf0m4wxxvm453,,Pro,4,2,4,2,2,3,3,2,2,2,1,4,3,2,2,2,,3,2,2,2,3,3,3,2,1,1,1,2,49,M,Castilla-La Mancha
huz3c0xmnv38bcz4lhuz3c0xmd4uv8rs,,Pro,5,4,4,4,4,6,6,5,2,6,6,5,5,6,6,6,,6,6,5,3,5,5,4,5,4,5,4,5,42,M,Castilla-La Mancha
zmwlljmjehakmymlzmwll284qj7fkr56,,Pro,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,,5,5,5,5,5,5,3,3,4,3,4,2,53,M,Castilla-La Mancha
fisb59gtututlmzyfisbt1ycf6jqn21g,,Pro,6,4,6,6,4,6,6,5,1,4,1,6,6,6,6,6,,6,6,6,6,6,6,6,6,1,6,6,6,41,M,Castilla-La Mancha
emxchvrn33mzw5cem5npnmhuk3e66jkx,,Pro,6,6,6,4,4,4,4,3,2,2,1,3,3,5,5,5,,6,5,5,4,5,5,6,6,3,3,5,6,55,M,Castilla-La Mancha
wtihamsnjhyucgv2wtiham9zfgzu1me4,,Pro,5,5,5,4,3,3,4,2,2,3,1,4,4,5,4,3,,3,3,3,2,6,6,1,5,2,2,2,4,42,M,Castilla-La Mancha
tr4s0jsqfoj5lqjkqrtr4s0ihc41jbcy,,Pro,3,2,4,2,4,5,5,1,1,1,1,4,4,5,5,4,,5,4,5,5,4,4,1,1,1,1,4,4,43,M,Castilla-La Mancha
lczf6ne5zppo4bqecvp0lczf6nvh32v2,,Pro,5,5,4,4,4,4,4,1,1,3,1,3,3,5,5,5,,4,4,2,3,3,3,2,5,5,4,2,4,33,M,Castilla-La Mancha
wldxlsf7xm8qxswldxlsx1t8xkyflsuu,,Pro,5,5,4,3,4,5,5,1,1,3,1,5,5,6,5,4,,6,3,4,3,3,3,5,5,1,3,2,5,57,M,Castilla-La Mancha
v3ur3z901o45h1scnnlteubv3ur3z94i,,Pro,6,6,3,3,5,5,6,3,4,3,1,3,6,5,6,5,,5,4,6,3,6,6,6,6,6,5,1,5,57,M,Comunitat Valenciana
9jo4b9ny04u2qkb0ki0r9jo4b9nq9t7f,,Pro,6,6,6,6,6,1,1,1,1,1,1,6,6,6,6,6,,6,6,2,5,2,2,5,5,1,1,1,4,59,H,Galicia
n9uxwz2veq4ow857rebxseon9uxwz2vq,,Pro,3,3,4,4,4,4,4,3,3,4,1,3,3,4,3,3,,4,5,1,3,2,2,4,4,1,1,1,1,44,M,Comunitat Valenciana
kb400gv4zzvmcibkb463lk03se6epk2s,,Pro,4,4,2,2,2,5,5,5,2,5,3,4,4,5,6,6,,5,4,5,3,5,5,3,3,2,2,2,4,37,M,Comunitat Valenciana
4aij9ye1m65dn0paf4aij9yer025vod9,,Pro,6,6,6,6,5,3,4,4,2,6,1,6,5,4,6,6,6,4,5,4,6,4,4,4,4,1,1,3,6,41,M,Andalucía
mf7kncfycn2gqq81amf7kncfulwuozih,,Pro,6,6,6,6,4,5,5,1,1,1,1,6,5,5,6,6,,4,5,6,6,6,6,1,6,2,2,2,1,40,M,País Vasco
otw05srwmpbufvotwum44w3dg2xdegpx,,Pro,5,4,5,4,5,2,2,1,1,2,1,4,4,2,2,3,,3,2,2,4,1,1,4,4,1,1,1,2,61,M,Comunidad de Madrid
xjj9juoht9lt4uvayju1w4e3dxjj9juo,,Pro,4,4,5,5,6,4,4,1,1,4,1,6,6,6,6,6,,5,3,5,6,5,5,5,5,5,1,2,6,63,H,Comunidad de Madrid
wfrpky20guleu0tvqfvd4ozhwfrpky23,,Pro,5,5,6,6,4,5,1,1,1,1,2,5,1,1,2,1,6,3,2,1,5,1,1,1,3,1,1,1,1,42,H,Cataluña
x6ls3c40fsa9datzl10a7x6ls3c40m8q,,Pro,5,1,3,1,3,1,2,2,1,1,1,3,1,2,1,1,,1,1,1,3,1,1,6,6,1,1,1,3,58,M,Castilla-La Mancha
c03t49c1s5ts8bfc03t407wy1hj5bfds,,Pro,5,4,5,5,4,3,3,2,2,3,4,5,3,3,2,2,5,5,3,2,2,2,2,2,2,1,1,1,1,37,H,Cataluña
34o0rga6k96rgu009ms34o0r719vdidb,,Pro,4,4,4,4,3,4,4,3,3,4,3,4,4,3,4,4,,5,4,4,3,3,3,2,4,2,2,3,4,44,M,Castilla-La Mancha
s2z4hbsbcxk1a1xs2sw2mbs3ksztycfp,,Pro,4,4,4,4,3,3,3,1,1,5,1,2,2,3,5,5,,5,5,3,5,3,3,3,1,1,1,1,4,37,M,Castilla-La Mancha
735s5y03dwjcj5avul0735s21oycnw7g,,Pro,6,6,5,5,5,6,6,1,1,1,1,6,6,6,6,6,,6,5,4,4,5,5,4,6,4,6,3,6,47,M,Castilla-La Mancha
kinmz72g1k16h3jnuetkinmzyfdrzzuc,,Pro,6,3,6,2,2,4,6,5,1,4,4,5,5,5,5,5,5,5,4,4,4,4,4,2,2,2,4,2,3,41,M,Comunitat Valenciana
o6ouyxu6e16m7r8vo6ou7ushg1xtzhpg,,Pro,4,4,4,3,3,6,6,4,1,3,1,6,6,6,6,6,6,6,4,6,6,6,6,5,4,1,2,4,6,42,M,Galicia
2u7pcob1uwsthp2u7p7ctmmqqzmsnywl,,Pro,4,5,6,5,3,5,6,3,3,4,2,4,6,5,6,4,,4,4,4,4,5,5,6,5,2,2,2,6,46,M,Galicia
jywa2logvjna8gcekjywa2mlzlawgmlz,,Pro,3,3,4,3,3,5,5,3,2,4,2,5,5,4,5,5,,5,5,3,5,5,5,6,6,2,5,2,4,54,M,Galicia
